model,loss_start,loss_end,train_time_s,psnr_noisy,psnr_pred,psnr_gain
baseline_conv,0.01378966961055994,0.0007207613671198487,62.80605500994716,22.120553970336914,29.621978759765625,7.501424789428711
conv_plus_iir_frozen,0.006816686596721411,0.005886133294552565,64.29989596595988,22.047531127929688,22.045352935791016,-0.002178192138671875
