model,loss_start,loss_end,train_time_s,psnr_noisy,psnr_pred,psnr_gain
baseline_conv,0.005699526984244585,0.00023641389270778745,16.372981223044917,22.85682487487793,36.048377990722656,13.191553115844727
conv_plus_iir_frozen,0.005066743120551109,0.00516514852643013,18.590514561044984,22.511123657226562,22.73898696899414,0.22786331176757812
conv_plus_iir_bank,0.005611591041088104,0.004754157736897469,134.51774151297286,22.94713592529297,23.016761779785156,0.0696258544921875
