model,loss_start,loss_end,train_time_s,psnr_noisy,psnr_pred,psnr_gain
baseline_conv,0.011637715622782707,0.000908726011402905,183.25399543507956,22.336204528808594,31.470741271972656,9.134536743164062
conv_plus_iir_frozen,0.006079365499317646,0.005212415941059589,277.6390528399497,22.251684188842773,23.024822235107422,0.7731380462646484
