timestamp_utc,input_video,width,height,source_fps,filter_id,border_mode,precision,color_mode,strength,temporal_mode,temporal_ema_alpha,temporal_alpha_min,temporal_alpha_max,temporal_motion_threshold,mode,codec,preset,crf,encode_sink,out_video,warmup_frames,timed_frames,loop_ms_min,loop_ms_p50,loop_ms_p95,loop_ms_mean,loop_ms_max,decode_ms_mean,process_ms_mean,encode_ms_mean,timed_fps,timed_mpix_per_s,pipeline_wall_ms_total
2026-02-25T23:21:41.717895+00:00,D:\_codex\iir2d_op\visual_showcase\assets\video_demo\input_portrait_zoom.mp4,768,768,30.0,1,mirror,f32,luma,0.65,adaptive,0.9,0.1,0.95,0.08,full,libx264,medium,18,null,,16,120,61.29220000002533,63.88469999365043,71.67396000222652,66.15771916719193,233.37040000478737,2.2137433330499334,63.187352499759676,0.6521208336683534,15.115394130695893,8.915422227743575,9202.886899991427
