reference_video,test_video,width,height,reference_fps,test_fps,frames,psnr_db_min,psnr_db_p50,psnr_db_p95,psnr_db_mean,psnr_db_max,ssim_min,ssim_p50,ssim_p95,ssim_mean,ssim_max,temporal_delta_min,temporal_delta_p50,temporal_delta_p95,temporal_delta_mean,temporal_delta_max
D:\_codex\iir2d_op\visual_showcase\assets\video_demo\input_portrait_zoom.mp4,D:\_codex\iir2d_op\visual_showcase\assets\video_demo\output_portrait_zoom_iir2d_f1_natural.mp4,768,768,30.0,30.0,180,21.519062366375543,22.071762381352634,22.518495117588728,22.076101904336305,22.519585968567096,0.9386312987116608,0.9475398222400595,0.95551157129167,0.9476167700093665,0.9555495846621669,1.999025698751211e-06,0.004726711893454194,0.007677885610610245,0.0049694648998980205,0.008798019029200077
