model,loss_start,loss_end,train_time_s,psnr_noisy,psnr_pred,psnr_gain
baseline_conv,0.005437459796667099,0.0002463522832840681,18.714669449953362,22.777158737182617,36.34476089477539,13.567602157592773
conv_plus_iir_bank,0.005226234905421734,0.0053384508937597275,131.4192240559496,22.694988250732422,22.745763778686523,0.05077552795410156
