method,latency_ms,mpps,mse_vs_ref,output_mean
sepconv9x9_x2,10.520456545054913,2392.0847818937164,1.908930607896764e-05,0.497302770614624
sepconv5x5_x4,17.69003535155207,1422.5988529634017,0.0002998766431119293,0.49777156114578247
iir_filter4,43.56465694727376,577.6660661062512,0.15965811908245087,0.09977205842733383
